TF	TF_uniprot	Target	Target_uniprot	Mode of Regulation	References (PMID)
SREBF2	Q12772	ABCA1	O95477	Repression	15922656;16901265
SREBF2	Q12772	ABCG5	Q9H222	Repression	21123766
SREBF2	Q12772	ABCG8	Q9H221	Repression	21123766
SREBF2	Q12772	ACOT7	O00154	Activation	16335799
SREBF2	Q12772	FABP6	P51161	Unknown	11684682
SREBF2	Q12772	FAS	P25445	Unknown	9300785
SREBF2	Q12772	FDFT1	P37268	Unknown	11008488;11111077
SREBF2	Q12772	FDPS	P14324	Unknown	20450493
SREBF2	Q12772	HMGCR	P04035	Activation	17448444
SREBF2	Q12772	HMGCR	P04035	Unknown	19288057
SREBF2	Q12772	HNF4A	P41235	Repression	19179483
SREBF2	Q12772	LDLR	P01130	Activation	16697011;17448444;21123766;22153697
SREBF2	Q12772	LIPC	P11150	Unknown	15721010
SREBF2	Q12772	LRP1	Q07954	Repression	16697011;20980003
SREBF2	Q12772	MTTP	P55157	Repression	10455139
SREBF2	Q12772	NPC1L1	Q9UHC9	Activation	21123766
SREBF2	Q12772	NPC1L1	Q9UHC9	Unknown	20460578;21527728
SREBF2	Q12772	PCSK9	Q8NBP7	Activation	17448444;17921436;21123766;22288532
SREBF2	Q12772	PON1	P27169	Activation	20728021
SREBF2	Q12772	PON2	Q15165	Activation	19497963
SREBF2	Q12772	PPARG	P37231	Unknown	10409739
SREBF2	Q12772	PRSS8	Q16651	Unknown	16806080
SRF	P11831	ACTA1	P68133	Unknown	15623502
SRF	P11831	CFTR	P13569	Unknown	16170155
SRF	P11831	CREB1	P16220	Repression	1531519
SRF	P11831	DMD	P11532	Unknown	9032300
SRF	P11831	FHL2	Q14192	Unknown	22456196
SRF	P11831	FOS	P01100	Activation	10742173;9734357
SRF	P11831	FOS	P01100	Unknown	11846562;2200737;2493627
SRF	P11831	FOSL1	P15407	Activation	15806162
SRF	P11831	FXN	Q16595	Unknown	20808827
SRF	P11831	HMGXB4	Q9UGU5	Unknown	20511232
SRF	P11831	HMGXB4	Q9UGU5	Unknown	20511232
SRF	P11831	KPNA1	P52294	Unknown	21131446
SRF	P11831	KPNB1	Q14974	Unknown	21131446
SRF	P11831	LMO7	Q8WWI1	Unknown	21670154
SRF	P11831	MCL1	Q07820	Unknown	9880563
SRF	P11831	MMP14	P50281	Activation	12654640
SRF	P11831	MMP2	P08253	Activation	12654640
SRF	P11831	MMP9	P14780	Unknown	19724058
SRF	P11831	MYL9	P24844	Unknown	19724058
SRF	P11831	PLAU	P00749	Activation	15514113
SRF	P11831	PLG	P00747	Activation	15514113
SRF	P11831	PRRX1	P54821	Unknown	18604245
SRF	P11831	SAMD4A	Q9UPU9	Activation	16814806
SRF	P11831	SERPINE1	P05121	Repression	15514113
SRF	P11831	SMN1	Q16637	Activation	15550677
SRF	P11831	TAGLN	Q01995	Activation	14970199
SRF	P11831	UBE2S	Q16763	Activation	18780286
SRSF1	Q07955	MYC	P01106	Unknown	22545246
SRSF1	Q07955	NFKB1	P19838	Repression	19183244
SRY	Q05066	ETV2	O00321	Activation	22613723
SRY	Q05066	NFKBIB	Q15653	Unknown	12475944
SRY	Q05066	PROM1	O43490	Unknown	21947321
SRY	Q05066	SOX9	P48436	Activation	11980203;19513096;19753101;22215485;22613723
SRY	Q05066	SOX9	P48436	Unknown	21408189;21412441
SRY	Q05066	TH	P07101	Unknown	20124442;22568433
SRY	Q05066	WDR5	P61964	Activation	22523547
SSB	P05455	HAP1	P54257	Repression	11781104
SSB	P05455	LAMB1	P07942	Activation	21896617
SSB	P05455	XIAP	P98170	Unknown	10848591
SSX2	Q16385	MMP2	P08253	Unknown	15781633
STAT1	P42224	ACAT1	P24752	Unknown	18000807
STAT1	P42224	APP	P05067	Unknown	9841227
STAT1	P42224	BAX	Q07812	Unknown	17346710
STAT1	P42224	CCL2	P13500	Unknown	12388243;17167270
STAT1	P42224	CCL3	P10147	Activation	16628196
STAT1	P42224	CCR1	P32246	Activation	16628196
STAT1	P42224	CD22	P20273	Activation	12855573
STAT1	P42224	CD40	P25942	Activation	10823830;15182726
STAT1	P42224	CD40LG	P29965	Activation	12855573
STAT1	P42224	CD86	P42081	Unknown	10773351
STAT1	P42224	CDKN1A	P38936	Activation	10023678
STAT1	P42224	CEBPE	Q15744	Activation	16918696
STAT1	P42224	CFTR	P13569	Activation	19061877
STAT1	P42224	CFTR	P13569	Repression	19061877
STAT1	P42224	CHAT	P28329	Unknown	12425940
STAT1	P42224	CIITA	P33076	Activation	11397960;11464288;12847226;9491997
STAT1	P42224	CIITA	P33076	Unknown	10202014;15247301;9551976
STAT1	P42224	CTSB	P07858	Unknown	11556541
STAT1	P42224	CTSL	P07711	Unknown	11556541
STAT1	P42224	CXCL10	P02778	Repression	22022583
STAT1	P42224	CXCL10	P02778	Unknown	19479051;23153456
STAT1	P42224	EDN1	P05305	Activation	20217138
STAT1	P42224	EGFR	P00533	Unknown	10558875;22693070
STAT1	P42224	FAS	P25445	Unknown	16317104
STAT1	P42224	FCGR1A	P12314	Unknown	14734612
STAT1	P42224	FCGRT	P55899	Repression	18566411
STAT1	P42224	FGF2	P09038	Activation	23086340
STAT1	P42224	FGF2	P09038	Repression	23086340
STAT1	P42224	FGFR3	P22607	Repression	16410555
STAT1	P42224	FOXP3	Q9BZS1	Unknown	19124747
STAT1	P42224	GAST	P01350	Activation	20568281
STAT1	P42224	GAST	P01350	Unknown	20949125
STAT1	P42224	GLS	O94925	Unknown	22479354
STAT1	P42224	HLA-E	P13747	Unknown	11137213
STAT1	P42224	HMOX1	P09601	Activation	19129475
STAT1	P42224	HSP90AA1	P07900	Repression	12940076
STAT1	P42224	ICAM1	P05362	Activation	12651068;9888295;9990314
STAT1	P42224	IFIT3	O14879	Unknown	17050680
STAT1	P42224	IFNA1	P01562	Repression	18616672
STAT1	P42224	IFNA1	P01562	Unknown	17050680
STAT1	P42224	IFNB1	P01574	Repression	19096445
STAT1	P42224	IFNG	P01579	Activation	13678429
STAT1	P42224	IFNG	P01579	Repression	15055356;18616672
STAT1	P42224	IFNG	P01579	Unknown	16195385;20004484
STAT1	P42224	IFNLR1	Q8IU57	Unknown	20372826
STAT1	P42224	IL10	P22301	Unknown	20709027
STAT1	P42224	IL1B	P01584	Activation	17386941
STAT1	P42224	IL1R1	P14778	Unknown	15972639
STAT1	P42224	IL27	Q8NEV9	Unknown	22761702
STAT1	P42224	IL2RA	P01589	Unknown	10068671;12244150
STAT1	P42224	IL6	P05231	Repression	18616672
STAT1	P42224	IRF1	P10914	Activation	18497060;18694960;8647845
STAT1	P42224	IRF1	P10914	Repression	22002246
STAT1	P42224	IRF1	P10914	Unknown	10068671;10764778;12077266;18401423;24478085
STAT1	P42224	IRF7	Q92985	Activation	16628196
STAT1	P42224	IRF8	Q02556	Activation	16918696;19074829
STAT1	P42224	IVL	P07476	Repression	10585866
STAT1	P42224	JAK2	O60674	Activation	21239533
STAT1	P42224	KRT17	Q04695	Activation	21796151
STAT1	P42224	LCN2	P80188	Unknown	24391115
STAT1	P42224	LY96	Q9Y6Y9	Activation	21572044
STAT1	P42224	MMP13	P45452	Repression	17179173
STAT1	P42224	MMP9	P14780	Repression	19965686
STAT1	P42224	MUC1	P15941	Activation	17151127
STAT1	P42224	MUC4	Q99102	Activation	19757157;22537161
STAT1	P42224	MVP	Q14764	Activation	16418217
STAT1	P42224	NOS2	P35228	Activation	12586443
STAT1	P42224	NOS2	P35228	Unknown	16318585
STAT1	P42224	NOX1	Q9Y5S8	Unknown	19834108
STAT1	P42224	NOX4	Q9NPH5	Unknown	19834108
STAT1	P42224	NOX5	Q96PH1	Activation	22348975
STAT1	P42224	NR1H4	Q96RI1	Repression	19393742
STAT1	P42224	OPRM1	P35372	Activation	15448191
STAT1	P42224	PIM1	P11309	Unknown	10068671
STAT1	P42224	PLSCR1	O15162	Unknown	16260419
STAT1	P42224	PML	P29590	Activation	21115099;22589541
STAT1	P42224	PML	P29590	Unknown	15519999
STAT1	P42224	PPARA	Q07869	Activation	24242046
STAT1	P42224	PRKCE	Q02156	Repression	24825907
STAT1	P42224	PSMB9	P28065	Unknown	10764778;10921891;16703666;9632673
STAT1	P42224	PTGS2	P35354	Activation	12586443
STAT1	P42224	PTGS2	P35354	Unknown	10433370;16685393
STAT1	P42224	S100A10	P60903	Activation	12645529
STAT1	P42224	SCARB1	Q8WTV0	Unknown	17998316
STAT1	P42224	SMARCA4	P51532	Unknown	16195385
STAT1	P42224	SOCS3	O14543	Unknown	19115200
STAT1	P42224	STAT2	P52630	Activation	16918696
STAT1	P42224	STAT3	P40763	Unknown	22693070
STAT1	P42224	TAP1	Q03518	Unknown	15778351;9632673
STAT1	P42224	TBX21	Q9UL17	Unknown	18414429
STAT1	P42224	TIMP1	P01033	Unknown	11918744
STAT1	P42224	TLR3	O15455	Activation	16628196
STAT1	P42224	TNFSF13B	Q9Y275	Unknown	23271704
STAT1	P42224	TP53	P04637	Activation	14602726
STAT1	P42224	TP53	P04637	Unknown	24655378
STAT1	P42224	UPP1	Q16831	Activation	20544543
STAT1	P42224	VIP	P01282	Unknown	12425940
STAT1	P42224	XAF1	Q6GPH4	Unknown	18035482
STAT2	P52630	CCL2	P13500	Unknown	17167270
STAT2	P52630	IFIT3	O14879	Unknown	19351818;20403236
STAT2	P52630	IFNA1	P01562	Unknown	15827155
STAT2	P52630	IRF1	P10914	Activation	8647845
STAT2	P52630	NOS2	P35228	Activation	12586443
STAT2	P52630	PML	P29590	Unknown	17062732
STAT2	P52630	PTGS2	P35354	Activation	12586443
STAT2	P52630	RCAN1	P53805	Unknown	22426484
STAT2	P52630	SCARB1	Q8WTV0	Unknown	17998316
STAT2	P52630	SCARB2	Q14108	Unknown	17998316
STAT2	P52630	STAT1	P42224	Unknown	21498520
STAT3	P40763	A2M	P01023	Unknown	11466367
STAT3	P40763	ABCA1	O95477	Unknown	19783654
STAT3	P40763	AKAP12	Q02952	Activation	22584896
STAT3	P40763	AKT1	P31749	Unknown	16007214
STAT3	P40763	AR	P10275	Unknown	23906537
STAT3	P40763	BCL2	P10415	Activation	15184887;15805299;18839277;19926637;21435102;22504301
STAT3	P40763	BCL2	P10415	Repression	22313388
STAT3	P40763	BCL2	P10415	Unknown	18320073;20043094;20446017;21172343;21344490;21385902
STAT3	P40763	BCL2L1	Q07817	Activation	11369651;15184887;15805299;16651438;17880940;20069389;21435102
STAT3	P40763	BCL2L1	Q07817	Repression	20067773
STAT3	P40763	BCL2L1	Q07817	Unknown	15469392;16384639;18222423;18790750;20654581;21172343;21344490
STAT3	P40763	BCL6	P41182	Activation	20228272;23716595
STAT3	P40763	BIRC5	O15392	Activation	15184887;16651438;17880940;19284568;19880237
STAT3	P40763	BIRC5	O15392	Unknown	15469392;20826784;21344490
STAT3	P40763	CCL11	P51671	Activation	19265112
STAT3	P40763	CCL11	P51671	Unknown	20169197
STAT3	P40763	CCL2	P13500	Activation	24429361
STAT3	P40763	CCND1	P24385	Activation	16651438;19880237;19926637;21435102;22218594
STAT3	P40763	CCND1	P24385	Repression	19880237;22313388
STAT3	P40763	CCND1	P24385	Unknown	12147685;15469392;16384639;16510571;18184402;20332458;21172343;21344490
STAT3	P40763	CCND2	P30279	Unknown	12147685
STAT3	P40763	CCND3	P30281	Activation	15184887
STAT3	P40763	CD46	P15529	Activation	17699108
STAT3	P40763	CDH1	P12830	Unknown	18320073;22205702
STAT3	P40763	CDK4	P11802	Activation	22218594
STAT3	P40763	CDKN1A	P38936	Activation	10023678;15286705
STAT3	P40763	CDKN1A	P38936	Unknown	16923815;18320073;20654581
STAT3	P40763	CDKN1B	P46527	Unknown	18320073
STAT3	P40763	CFB	P00751	Activation	22169226
STAT3	P40763	CFLAR	O15519	Unknown	18222423
STAT3	P40763	CHI3L1	P36222	Activation	21953450
STAT3	P40763	CISH	Q9NSE2	Activation	14630083
STAT3	P40763	COPS5	Q92905	Unknown	21689417
STAT3	P40763	CRP	P02741	Activation	12667216;20978825;23361365
STAT3	P40763	CRP	P02741	Unknown	18292576
STAT3	P40763	CSRP1	P21291	Activation	8621622
STAT3	P40763	CSRP1	P21291	Unknown	18292576
STAT3	P40763	CTGF	P29279	Repression	21245987
STAT3	P40763	CXCL8	P10145	Unknown	17726017
STAT3	P40763	CYP19A1	P11511	Unknown	15072557
STAT3	P40763	CYR61	O00622	Unknown	22401280
STAT3	P40763	DDIT3	P35638	Repression	23288901
STAT3	P40763	DIRAS3	O95661	Unknown	23604529
STAT3	P40763	DNMT1	P26358	Activation	16861352;21944426
STAT3	P40763	DNMT1	P26358	Unknown	19887607;23604529
STAT3	P40763	EGFR	P00533	Activation	21590492;23504318
STAT3	P40763	EPAS1	Q99814	Unknown	23991099
STAT3	P40763	ESR2	Q92731	Activation	21546410
STAT3	P40763	ETV6	P41212	Activation	15229229
STAT3	P40763	F2R	P25116	Activation	23504318
STAT3	P40763	FAAH	O00519	Activation	12556536
STAT3	P40763	FAS	P25445	Activation	15223310
STAT3	P40763	FAS	P25445	Repression	16651438;22313388
STAT3	P40763	FGF1	P05230	Repression	14673954
STAT3	P40763	FGF2	P09038	Activation	21418908;23086340
STAT3	P40763	FGF2	P09038	Unknown	16540670
STAT3	P40763	FGG	P02679	Activation	11460505
STAT3	P40763	FGL1	Q08830	Unknown	19304666
STAT3	P40763	FLT3	P36888	Activation	16418395
STAT3	P40763	FOS	P01100	Activation	12600988;14737107;17204573
STAT3	P40763	GAST	P01350	Activation	20568281
STAT3	P40763	GAST	P01350	Unknown	20949125
STAT3	P40763	GFAP	P14136	Activation	21833841
STAT3	P40763	GFAP	P14136	Unknown	11740937
STAT3	P40763	GREB1	Q4ZG55	Unknown	23056300
STAT3	P40763	HAMP	P81172	Activation	18671304
STAT3	P40763	HAMP	P81172	Unknown	16835372
STAT3	P40763	HGF	P14210	Activation	12168776
STAT3	P40763	HGF	P14210	Unknown	23954444
STAT3	P40763	HIF1A	Q16665	Activation	17597020;18644974;19265129
STAT3	P40763	HIF1A	Q16665	Unknown	23991099
STAT3	P40763	HMOX1	P09601	Activation	19129475
STAT3	P40763	HP	P00738	Unknown	17645497
STAT3	P40763	HSPA4	P34932	Activation	19754877
STAT3	P40763	HSPB1	P04792	Activation	14715258
STAT3	P40763	ICAM1	P05362	Unknown	23690481;8675499
STAT3	P40763	IFNAR1	P17181	Activation	18550668
STAT3	P40763	IFNG	P01579	Repression	18616672
STAT3	P40763	IKBKE	Q14164	Activation	22330135
STAT3	P40763	IL10	P22301	Activation	12817009;18765795
STAT3	P40763	IL10	P22301	Unknown	10903771;15034082;17404037;18403020;19124156
STAT3	P40763	IL11	P20809	Unknown	23224145
STAT3	P40763	IL1RN	P18510	Activation	20032313
STAT3	P40763	IL2	P60568	Activation	18550668
STAT3	P40763	IL21	Q9HBE4	Activation	18209077
STAT3	P40763	IL2RA	P01589	Unknown	10068671;11368440;24159173
STAT3	P40763	IL6	P05231	Activation	10391682;18765795;20930550;22547075;22927445
STAT3	P40763	IL6	P05231	Repression	18616672
STAT3	P40763	IL6	P05231	Unknown	22105366;22363173
STAT3	P40763	IRF1	P10914	Activation	8647845
STAT3	P40763	IRF1	P10914	Unknown	10068671
STAT3	P40763	JAK2	O60674	Activation	17151100
STAT3	P40763	JAK2	O60674	Unknown	19783654
STAT3	P40763	JUNB	P17275	Activation	17204573
STAT3	P40763	KLF11	O14901	Activation	18505768
STAT3	P40763	KRT17	Q04695	Activation	21796151
STAT3	P40763	LCAT	P04180	Unknown	12032172
STAT3	P40763	LEP	P41159	Activation	18242580;19492417
STAT3	P40763	LGALS3BP	Q08380	Repression	18594176
STAT3	P40763	LTBP1	Q14766	Repression	22814105
STAT3	P40763	MCL1	Q07820	Activation	15184887;15805299;16432172;17880940;19523441
STAT3	P40763	MCL1	Q07820	Repression	22313388
STAT3	P40763	MCL1	Q07820	Unknown	15469392;16317687;18790750;19595668;20654581;22465052
STAT3	P40763	MDC1	Q14676	Unknown	20804538
STAT3	P40763	MICA	Q29983	Repression	21257710;23686482
STAT3	P40763	MMP1	P03956	Unknown	16205632;17460772;21410405
STAT3	P40763	MMP10	P09238	Unknown	16205632
STAT3	P40763	MMP14	P50281	Unknown	14673954
STAT3	P40763	MMP2	P08253	Activation	17533737;19284568;20069389
STAT3	P40763	MMP2	P08253	Repression	17533737
STAT3	P40763	MMP2	P08253	Unknown	16540670
STAT3	P40763	MMP3	P08254	Unknown	17460772;23967200
STAT3	P40763	MMP7	P09237	Activation	18411043
STAT3	P40763	MMP7	P09237	Repression	20939893
STAT3	P40763	MMP9	P14780	Repression	20067773
STAT3	P40763	MUC1	P15941	Activation	17151127;19578748;21325207
STAT3	P40763	MUC4	Q99102	Activation	18573283
STAT3	P40763	MUC4	Q99102	Unknown	15485908
STAT3	P40763	MUC5B	Q9HC84	Unknown	15485908
STAT3	P40763	MYC	P01106	Activation	15184887;17204573;19259613
STAT3	P40763	MYC	P01106	Repression	20067773;22317895
STAT3	P40763	MYC	P01106	Unknown	10464281;15469392;18184402;20654581
STAT3	P40763	MYD88	Q99836	Unknown	12244150
STAT3	P40763	NANOG	Q9H9S0	Activation	21689689
STAT3	P40763	NLK	Q9UBE8	Unknown	15764709
STAT3	P40763	NME1	P15531	Activation	23583378
STAT3	P40763	NOX1	Q9Y5S8	Unknown	19834108
STAT3	P40763	NOX4	Q9NPH5	Unknown	19834108
STAT3	P40763	NOX5	Q96PH1	Activation	22348975
STAT3	P40763	NR2C2	P49116	Unknown	15764709
STAT3	P40763	OAS1	P00973	Repression	18550668
STAT3	P40763	OPRM1	P35372	Activation	15448191
STAT3	P40763	OSM	P13725	Activation	10391682
STAT3	P40763	PAX3	P23760	Repression	19074888
STAT3	P40763	PGF	P49763	Repression	23042533
STAT3	P40763	PHB	P35232	Unknown	17324931
STAT3	P40763	PIAS3	Q9Y6X2	Activation	14630083
STAT3	P40763	PIM1	P11309	Activation	22273698
STAT3	P40763	PIM1	P11309	Unknown	10068671
STAT3	P40763	POU2F1	P14859	Unknown	23172665
STAT3	P40763	PPARA	Q07869	Activation	24242046
STAT3	P40763	PRDM1	O75626	Activation	1702555
STAT3	P40763	PRDM1	O75626	Unknown	12953803
STAT3	P40763	PROS1	P07225	Unknown	16840717
STAT3	P40763	PSMB5	P28074	Activation	24627483
STAT3	P40763	PTEN	P60484	Activation	22055460
STAT3	P40763	PTGS2	P35354	Activation	20145033
STAT3	P40763	PTGS2	P35354	Unknown	21172343
STAT3	P40763	PTPN13	Q12923	Activation	24191246
STAT3	P40763	PTPN6	P29350	Repression	14630083;16825495;21792937
STAT3	P40763	PTPN6	P29350	Unknown	15870198
STAT3	P40763	ROR1	Q01973	Unknown	20686606
STAT3	P40763	S100A11	P31949	Activation	24376686
STAT3	P40763	S1PR1	P21453	Activation	21102457
STAT3	P40763	SAA1	P0DJI8	Unknown	16236134;23391827
STAT3	P40763	SALL4	Q9UJQ4	Activation	19151334
STAT3	P40763	SHH	Q15465	Activation	22554932
STAT3	P40763	SOCS1	O15524	Activation	14630083;20003295;20357037
STAT3	P40763	SOCS3	O14543	Activation	11788008;15184887;19332118;20357037;22179221
STAT3	P40763	SOCS3	O14543	Unknown	23335796
STAT3	P40763	STAT1	P42224	Activation	22693070
STAT3	P40763	STK11	Q15831	Unknown	24913037
STAT3	P40763	STS	P08842	Activation	21331591
STAT3	P40763	TERT	O14746	Activation	20171193;23158658
STAT3	P40763	TGFB1	P01137	Activation	16474852
STAT3	P40763	TIMP1	P01033	Activation	15161657
STAT3	P40763	TIMP1	P01033	Unknown	11918744;15920698
STAT3	P40763	TNFRSF10B	O14763	Repression	19351839
STAT3	P40763	TP53	P04637	Unknown	20043094
STAT3	P40763	TP63	Q9H3D4	Activation	18198175
STAT3	P40763	TRH	P20396	Unknown	11134186
STAT3	P40763	TWIST1	Q15672	Unknown	17909010
STAT3	P40763	TWIST1	Q15672	Activation	23623921
STAT3	P40763	TWIST1	Q15672	Unknown	17909010
STAT3	P40763	TWIST2	Q8WVJ9	Unknown	17909010
STAT3	P40763	TYK2	P29597	Repression	18550668
STAT3	P40763	UCP2	P55851	Repression	21344490
STAT3	P40763	USP7	Q93009	Repression	22750444
STAT3	P40763	VDR	P11473	Repression	23424038
STAT3	P40763	VEGFA	P15692	Unknown	23104276
STAT3	P40763	VEGFA	P15692	Activation	11960372;15735682;17169602;17533737;19284568;19880237;21278793;21418908
STAT3	P40763	VEGFA	P15692	Repression	17533737;19880237;22313388
STAT3	P40763	VEGFA	P15692	Unknown	12824281;16540670;16899623;17937859;18184402;18320073;19020709;20043094;21172343;21344490;21731766;25101566
STAT3	P40763	VEGFB	P49765	Unknown	16899623;21731766
STAT3	P40763	ZFP36	P26651	Activation	21606497
STAT4	Q14765	IFNG	P01579	Unknown	9558063;9642277
STAT4	Q14765	IL2RA	P01589	Unknown	10068671
STAT4	Q14765	IRF1	P10914	Unknown	10068671;10358173
STAT4	Q14765	MYC	P01106	Activation	10702306
STAT4	Q14765	NOX1	Q9Y5S8	Unknown	19834108
STAT4	Q14765	NOX4	Q9NPH5	Unknown	19834108
STAT4	Q14765	PIM1	P11309	Unknown	10068671
STAT4	Q14765	PRF1	P14222	Activation	12372421
STAT4	Q14765	S100A4	P26447	Activation	22740693
STAT4	Q14765	SOCS3	O14543	Repression	14559241
STAT4	Q14765	TBX21	Q9UL17	Unknown	19923468
STAT5	P42229	BCL6	P41182	Repression	23716595
STAT5A	P42229	BCL2L1	Q07817	Unknown	11756417
STAT5A	P42229	BCL6	P41182	Repression	16819511
STAT5A	P42229	CCND1	P24385	Unknown	14645506
STAT5A	P42229	CCND2	P30279	Repression	22723377
STAT5A	P42229	CDKN2B	P42772	Repression	22723377
STAT5A	P42229	CEL		Unknown	9841868
STAT5A	P42229	CSN2	P05814	Unknown	15746097;16832345
STAT5A	P42229	ESR1	P03372	Unknown	11731618
STAT5A	P42229	HRH1	P35367	Unknown	24535227
STAT5A	P42229	IFNG	P01579	Activation	15528362
STAT5A	P42229	SP1	P08047	Unknown	17922009
STAT5A	P42229	STK11	Q15831	Unknown	24913037
STAT5A	P42229	SUMO1	P63165	Repression	22723377
STAT5B	P51692	BCL2L1	Q07817	Activation	20585448
STAT5B	P51692	BCL6	P41182	Repression	16819511
STAT5B	P51692	CCND1	P24385	Unknown	14645506
STAT5B	P51692	CEL		Unknown	9841868
STAT5B	P51692	ESR1	P03372	Unknown	11731618
STAT5B	P51692	ESR2	Q92731	Unknown	11731618
STAT5B	P51692	IFNG	P01579	Unknown	15528362
STAT5B	P51692	IGF1	P05019	Activation	22419735
STAT6	P42226	ADRA2B	P18089	Unknown	15037199
STAT6	P42226	ALOX12	P18054	Unknown	10657944
STAT6	P42226	ALOX15	P16050	Activation	12517954
STAT6	P42226	ALOX15	P16050	Unknown	10657944
STAT6	P42226	CCL11	P51671	Activation	17541284
STAT6	P42226	CCL11	P51671	Repression	20169197
STAT6	P42226	CCL11	P51671	Unknown	10586089;14660485
STAT6	P42226	CCL17	Q92583	Activation	18191727
STAT6	P42226	CCL26	Q9Y258	Activation	11544308;15589317
STAT6	P42226	CCL26	Q9Y258	Unknown	18342537
STAT6	P42226	CD40	P25942	Unknown	11086058
STAT6	P42226	CISH	Q9NSE2	Unknown	18342537
STAT6	P42226	CNR1	P21554	Activation	18156315
STAT6	P42226	COL1A1	P02452	Activation	14603527
STAT6	P42226	COL1A2	P08123	Activation	14603527
STAT6	P42226	CXCL8	P10145	Unknown	16004996
STAT6	P42226	CYP2E1	P05181	Activation	20723539
STAT6	P42226	CYSLTR1	Q9Y271	Unknown	16210619
STAT6	P42226	DUSP1	P28562	Unknown	18342537
STAT6	P42226	EGLN3	Q9H6Z9	Unknown	18342537
STAT6	P42226	FCER2	P06734	Activation	9686563
STAT6	P42226	FOS	P01100	Activation	11922943
STAT6	P42226	FOS	P01100	Unknown	18342537
STAT6	P42226	FOSB	P53539	Unknown	18342537
STAT6	P42226	HSD3B2	P26439	Activation	15632317
STAT6	P42226	IL13	P35225	Unknown	12776189
STAT6	P42226	IL1R1	P14778	Activation	8757327
STAT6	P42226	IL4	P05112	Activation	12082548;16647686;20214667
STAT6	P42226	IL4	P05112	Unknown	12605697;12776189;14993689;19419769;20225206
STAT6	P42226	IRF4	Q15306	Unknown	10601358
STAT6	P42226	ITGA2B	P08514	Unknown	20652946
STAT6	P42226	OPRM1	P35372	Unknown	20828825
STAT6	P42226	ORMDL3	Q8N138	Unknown	23461825
STAT6	P42226	PTGS2	P35354	Activation	17237818
STAT6	P42226	RHOA	P61586	Activation	19857574
STAT6	P42226	SELE	P16581	Repression	9092569
STAT6	P42226	SELP	P16109	Activation	10364072
STAT6	P42226	SIDT1	Q9NXL6	Unknown	18342537
STAT6	P42226	SLC26A4	O43511	Activation	24429829
STAT6	P42226	SOCS1	O15524	Unknown	15199062;18342537
STAT6	P42226	STAT1	P42224	Repression	19440213
STAT6	P42226	TLR4	O00206	Repression	16433852
SUGP1	Q8IWZ8	IL1B	P01584	Activation	9878621
SUPT3H	O75486	NEDD4L	Q96PU5	Activation	8649367
SUZ12	Q15022	HOXA9	P31269	Unknown	15225548
SUZ12	Q15022	IGF2	P01344	Unknown	23962719
SUZ12	Q15022	SNAI2	O43623	Repression	23836662
SUZ12	Q15022	TWIST1	Q15672	Repression	23836662
TAF1	P21675	AR	P10275	Activation	20181722
TAF1	P21675	CDKN1A	P38936	Activation	17996705
TAF1	P21675	LRIG2	O94898	Unknown	22721266
TAF1	P21675	SRC	P12931	Unknown	14993269
TAF1	P21675	TBP	P20226	Unknown	16858867
TAF4	O00268	ATF7	P17544	Repression	16205117
TAF4	O00268	CDKN1A	P38936	Unknown	17996705
TAF5	Q15542	CDKN1A	P38936	Unknown	17996705
TAL1	P17542	ALDH1A2	O94788	Activation	9819382
TAL1	P17542	ANGPT2	O15123	Unknown	22792348
TAL1	P17542	CD34	P28906	Repression	14715640
TAL1	P17542	EPOR	P19235	Unknown	22982397
TAL1	P17542	ERG	P11308	Activation	21536859
TAL1	P17542	KRT7	P08729	Unknown	20140202
TAL1	P17542	MYB	P10242	Activation	22897851
TAL1	P17542	MYCN	P04198	Activation	24334727
TAL1	P17542	NFKB1	P19838	Repression	16778171
TAL1	P17542	TERT	O14746	Unknown	19587703
TBC1D22A	Q8WUA7	ACBD3	Q9H3P7	Unknown	23572552
TBL1X	O60907	MYC	P01106	Unknown	20493879
TBP	P20226	APP	P05067	Unknown	8015372
TBP	P20226	BCL2	P10415	Repression	11313951
TBP	P20226	BDKRB1	P46663	Unknown	15705059
TBP	P20226	CCNB1	P14635	Unknown	17098936
TBP	P20226	CDKN1A	P38936	Unknown	17996705
TBP	P20226	CRP	P02741	Unknown	18684932
TBP	P20226	E2F1	Q01094	Unknown	9400991
TBP	P20226	FOS	P01100	Activation	15767669
TBP	P20226	FUS	P35637	Repression	19841068
TBP	P20226	IGFBP4	P22692	Unknown	11058964
TBP	P20226	IL6	P05231	Repression	9209275
TBP	P20226	LIN28B	Q6ZN17	Activation	23494474
TBP	P20226	MYC	P01106	Unknown	7880838;9797456
TBP	P20226	NF1	P21359	Repression	15767669
TBP	P20226	PPBP	P02775	Unknown	7958954
TBPL1	P62380	NF1	P21359	Activation	15767669
TBR1	Q16650	RELN	P78509	Unknown	19165920
TBX2	Q13207	CDKN1A	P38936	Repression	20624445
TBX2	Q13207	CDKN2A	CDKN2A	Repression	15300007;20624445
TBX20	Q9UMR3	FGF10	O15520	Unknown	22303449
TBX21	Q9UL17	CCR4	P51679	Repression	14500650
TBX21	Q9UL17	CHST4	Q8NCG5	Activation	22446378
TBX21	Q9UL17	CXCR3	P49682	Activation	14500650;21540308
TBX21	Q9UL17	FUT7	Q11130	Unknown	17075044
TBX21	Q9UL17	GATA3	P23771	Unknown	17075044
